date,house_x,speaker,text,clean_text,text_length,speaker_norm,fullName,firstName,lastName,constituency,party,membership_start,membership_end,gender_guess,in_government
2025-06-12,seanad,Senator Sarah O'Reilly,"Senator Sarah O'Reilly
          At the outset, I commend the good work of many in the education system. We all want a world-class education system that allows every child to real his or her full potential. However, too many people feel that the Department of Education and Youth is ignoring the voices of those who matter most, namely students, parents and teachers, many of whom have contacted me. There are hundreds of children with special educational needs who do not have school places. There is chronic absenteeism. Teachers are warning us that leaving certificate reform is being rushed and that standards are being diluted. Parents across the country are feeling shut out of decisions about their children's education.
           We are seeing a system that is no longer listening to professional experts or parents and that is not dealing which reality. This is particularly true when it comes to the roll-out of the Bí Cineálta programme. While we all support efforts to tackle bullying and promote kindness in schools, this programme introduces complex ideas about gender identity in ways that many parents and professionals feel are not developmentally appropriate. Bí Cineálta was originally developed to emphasise the importance of integrating people with disabilities and autism and children from impoverished backgrounds, many of whom are most of risk of bullying. However, it now focuses primarily on bringing gender ideology into the classroom. It forces children to accept gender ideology as fact. Gender ideology goes against progressive politics. It tells children that if they do not conform to the rigid notions of femininity or masculinity, they are really the opposite sex inside. It tells children that if they do not like dolls or football, they are outside the norm. We have a duty to ensure that what we teach children is grounded in best practice and appropriate for their age and stage of development.
           We must also respect the constitutional role of parents in guiding their children's education. When more than 4,000 submissions from concerned parents are dismissed without meaningful engagement, something is very wrong. Bí Cineálta will be embedded throughout the school curriculum, so parents who do not wish for their children to be taught gender ideology will have to remove them from school altogether. There is no ability for parents to have their children opt out of learning factually incorrect information because this policy will be mandatory.
           Psychiatrist and member of the Cass review clinical expert group Dr. Paul Moran has stated, ""the Department of Health should reconsider some of the overly affirmative educational and training materials it is sending to schools"" and has questioned the prominent role that has been given to activist organisations over clinical advice in respect of policy development and teacher training. After the Cass report was published, the North of Ireland, France, Denmark, Sweden, Norway, Finland, Hungary, Poland and Italy immediately removed gender ideology from their curricula because they took the advice of experts not activists. They listened. We also seem to be behind the curve on issues like this all the time. When other countries became aware of the harm this could do to children, they acted immediately to protect them. The Government is aware of this discourse and, thankfully, dropped the idea of letting those under 16 medically transition from the programme for Government. We need the Government and the Department to lead the way on ensuring education is based solely on factual evidence rather than biased agendas. The Bí Cineálta programme has to be stopped. Every child deserves support and respect, and that must come through evidence-based age-appropriate policies. A world-class education system should not turn a blind eye to what is factually true.",          at the outset i commend the good work of many in the education system we all want a worldclass education system that allows every child to real his or her full potential however too many people feel that the department of education and youth is ignoring the voices of those who matter most namely students parents and teachers many of whom have contacted me there are hundreds of children with special educational needs who do not have school places there is chronic absenteeism teachers are warning us that leaving certificate reform is being rushed and that standards are being diluted parents across the country are feeling shut out of decisions about their childrens education            we are seeing a system that is no longer listening to professional experts or parents and that is not dealing which reality this is particularly true when it comes to the rollout of the bí cineálta programme while we all support efforts to tackle bullying and promote kindness in schools this programme introduces complex ideas about gender identity in ways that many parents and professionals feel are not developmentally appropriate bí cineálta was originally developed to emphasise the importance of integrating people with disabilities and autism and children from impoverished backgrounds many of whom are most of risk of bullying however it now focuses primarily on bringing gender ideology into the classroom it forces children to accept gender ideology as fact gender ideology goes against progressive politics it tells children that if they do not conform to the rigid notions of femininity or masculinity they are really the opposite sex inside it tells children that if they do not like dolls or football they are outside the norm we have a duty to ensure that what we teach children is grounded in best practice and appropriate for their age and stage of development            we must also respect the constitutional role of parents in guiding their childrens education when more than 4000 submissions from concerned parents are dismissed without meaningful engagement something is very wrong bí cineálta will be embedded throughout the school curriculum so parents who do not wish for their children to be taught gender ideology will have to remove them from school altogether there is no ability for parents to have their children opt out of learning factually incorrect information because this policy will be mandatory            psychiatrist and member of the cass review clinical expert group dr paul moran has stated the department of health should reconsider some of the overly affirmative educational and training materials it is sending to schools and has questioned the prominent role that has been given to activist organisations over clinical advice in respect of policy development and teacher training after the cass report was published the north of ireland france denmark sweden norway finland hungary poland and italy immediately removed gender ideology from their curricula because they took the advice of experts not activists they listened we also seem to be behind the curve on issues like this all the time when other countries became aware of the harm this could do to children they acted immediately to protect them the government is aware of this discourse and thankfully dropped the idea of letting those under 16 medically transition from the programme for government we need the government and the department to lead the way on ensuring education is based solely on factual evidence rather than biased agendas the bí cineálta programme has to be stopped every child deserves support and respect and that must come through evidencebased ageappropriate policies a worldclass education system should not turn a blind eye to what is factually true,607,sarah o'reilly,Sarah O'Reilly,Sarah,O'Reilly,Agricultural Panel,Aontú,2025-01-29,2025-12-30 21:16:51.191971,female,0
2014-09-23,dail,Deputy Seán Kenny,"Deputy Seán Kenny
          I welcome Mr. Ultan Courtney to the joint committee and wish him every success in his role as chairman of Dublin Bus.  I am impressed by his CV.  That he has a background in public transport should be an asset and give him an insight into how the public transport service works.  
            A number of questions have been raised about the level of subvention and how it compares with the subvention provided in other European capital cities where public transport is provided.
          Of particular concern is the impact on Dublin Bus and bus passengers of the current disruption being caused by the Luas cross-city works, which is affecting many streets, bus routes and journeys. How does Dublin Bus propose to manage this year-and-a-half-long disruption and ensure people can utilise buses to travel to work?",          i welcome mr ultan courtney to the joint committee and wish him every success in his role as chairman of dublin bus  i am impressed by his cv  that he has a background in public transport should be an asset and give him an insight into how the public transport service works               a number of questions have been raised about the level of subvention and how it compares with the subvention provided in other european capital cities where public transport is provided           of particular concern is the impact on dublin bus and bus passengers of the current disruption being caused by the luas crosscity works which is affecting many streets bus routes and journeys how does dublin bus propose to manage this yearandahalflong disruption and ensure people can utilise buses to travel to work,134,sean kenny,Seán Kenny,Seán,Kenny,Dublin North-East,Labour Party,2011-03-09,2016-03-09 00:00:00.000000,male,1
2013-12-19,seanad,Deputy Phil Hogan,"Deputy Phil Hogan
          The 18 councillors would have a long way to travel to meet their people.",          the 18 councillors would have a long way to travel to meet their people,14,phil hogan,Phil Hogan,Phil,Hogan,Carlow-Kilkenny,Fine Gael,2011-03-09,2015-05-22 00:00:00.000000,male,1
2023-05-11,dail,Deputy Colm Burke,"Deputy Colm Burke
          One of the problems we are all coming across is the length of time people are on the waiting list. By the time they require treatment, in fact, the degree of treatment they require has greatly increased.
          Can we look at the system with a view to taking people off the waiting list at an earlier stage and getting them referred out? There seems to be a policy that we will not even dare talk about the NTPF until such time as the patient has been on the list for certain period. I know that some hospitals will not even consider referring patients out unless they are on the list for at least 18 months. That adds to the patients' problems, because they need a greater degree of care, are going back and forth to the GP on a regular basis, and are constantly on to the HSE asking when they will be dealt with. I am wondering if there is a need to review this process of getting people in under the NTPF, knowing full well that they are not going to be reached on the public waiting list for at least three to four years.",          one of the problems we are all coming across is the length of time people are on the waiting list by the time they require treatment in fact the degree of treatment they require has greatly increased           can we look at the system with a view to taking people off the waiting list at an earlier stage and getting them referred out there seems to be a policy that we will not even dare talk about the ntpf until such time as the patient has been on the list for certain period i know that some hospitals will not even consider referring patients out unless they are on the list for at least 18 months that adds to the patients problems because they need a greater degree of care are going back and forth to the gp on a regular basis and are constantly on to the hse asking when they will be dealt with i am wondering if there is a need to review this process of getting people in under the ntpf knowing full well that they are not going to be reached on the public waiting list for at least three to four years,197,colm burke,Colm Burke,Colm,Burke,Cork North-Central,Fine Gael,2020-02-08,2024-11-08 00:00:00.000000,male,1
2013-10-24,dail,Deputy Frances Fitzgerald,"Deputy Frances Fitzgerald
          Childminding is an area I intend to look at, but I do not propose to approach it in a piecemeal way. There is significant work to be done in regard to the early years services. I am beginning that work today, in the context of ensuring there is proper registration, inspection, national standards and that people who work in the sector are qualified. This is the first time that this series of initiatives and requirements will be part of legislation. There is huge work to be done to implement what we bring forward at this committee today.
           In regard to childminding, there is a question as to what model of inspection will be appropriate. Many countries do not regulate this sector at all, but leave it up to parents. Scotland is an exception in this regard. In many countries, the cultural approach or standard is that parents make their own decisions in regard to childminders and the state does not intervene. I am minded to examine this area, but we must decide on what the right model is. What model of inspection should be applied? Who would visit the childminder and how many times a year? We must be clear what model of regulation, inspection and standards would apply. We would want the best interests of the child at the centre of our model.
           I have no argument with what Deputy Ó Caoláin suggests regarding the standards that should apply. That is what parents would want. Certainly, standards will apply to any childminders who come forward for registration. However, there are many issues to be examined but I am not ready to deal with them now because the work has not been done yet. It was not done by previous Governments. There is a huge amount of work to be done before we can bring forward a change to the current situation in regard to childminders. I do not rule out the setting of standards by any means. The issue was addressed by the expert group when examining the early years sector and it made some recommendations. We will have an early years strategy and I will begin an examination of the sector.",          childminding is an area i intend to look at but i do not propose to approach it in a piecemeal way there is significant work to be done in regard to the early years services i am beginning that work today in the context of ensuring there is proper registration inspection national standards and that people who work in the sector are qualified this is the first time that this series of initiatives and requirements will be part of legislation there is huge work to be done to implement what we bring forward at this committee today            in regard to childminding there is a question as to what model of inspection will be appropriate many countries do not regulate this sector at all but leave it up to parents scotland is an exception in this regard in many countries the cultural approach or standard is that parents make their own decisions in regard to childminders and the state does not intervene i am minded to examine this area but we must decide on what the right model is what model of inspection should be applied who would visit the childminder and how many times a year we must be clear what model of regulation inspection and standards would apply we would want the best interests of the child at the centre of our model            i have no argument with what deputy ó caoláin suggests regarding the standards that should apply that is what parents would want certainly standards will apply to any childminders who come forward for registration however there are many issues to be examined but i am not ready to deal with them now because the work has not been done yet it was not done by previous governments there is a huge amount of work to be done before we can bring forward a change to the current situation in regard to childminders i do not rule out the setting of standards by any means the issue was addressed by the expert group when examining the early years sector and it made some recommendations we will have an early years strategy and i will begin an examination of the sector,363,frances fitzgerald,Frances Fitzgerald,Frances,Fitzgerald,Dublin Mid-West,Fine Gael,2011-03-09,2016-03-09 00:00:00.000000,female,1
2011-05-24,dail,Minister for Defence (Deputy Alan Shatter),"Minister for Defence (Deputy Alan Shatter)
            I propose to take Questions Nos. 58 and 308 together.
            On 20 December 2001, the UN Security Council unanimously adopted Resolution 1386 under Chapter VII of the UN Charter, authorising the establishment of an International Security Assistance Force (ISAF) in Afghanistan.  Ireland has participated in the NATO–led UN mandated mission since 5 July 2002, following the Government Decision of 2 July 2002, authorising the provision of seven (7) members of the Permanent Defence Force for service with the force.  With the increasing use of more robust Chapter VII missions, the UN has turned to regional organisations such as the European Union, the African Union and NATO, to launch and manage operations on its behalf and under its authority.
            Since 2002, the Government has reviewed and approved, on an annual basis, the continued participation by seven (7) members of the Permanent Defence Force in ISAF.  On 29 June 2010, the Government approved continued participation by seven members of the Permanent Defence Force in ISAF for a further period from July 2010 subject to ongoing review by the Minister for Defence.
            All seven (7) members of the Permanent Defence Force serving with ISAF are based at ISAF's headquarters in Kabul.  Two of these personnel (an officer and a non-commissioned officer) are serving in the Counter Improvised Explosives Device (C-IED) Cell. The Irish officer in the cell acts as a technical adviser to ISAF headquarters and he is supported by a Company Sergeant who provides analysis on improvised explosive devices and related matters.
            The annual additional cost to the Defence Vote arising from participation by the Defence Forces in ISAF is approximately €320,000.  The main element of the cost is in respect of the payment of Overseas Allowance to the seven members of the Defence Forces serving in ISAF.
            It is proposed that the Defence Forces will continue to serve with ISAF in the immediate future.  In this regard, I will shortly bring a proposal to Government for continued participation by members of the Permanent Defence Force for a further period from July 2011 subject to ongoing review.",            i propose to take questions nos 58 and 308 together             on 20 december 2001 the un security council unanimously adopted resolution 1386 under chapter vii of the un charter authorising the establishment of an international security assistance force isaf in afghanistan  ireland has participated in the natoled un mandated mission since 5 july 2002 following the government decision of 2 july 2002 authorising the provision of seven 7 members of the permanent defence force for service with the force  with the increasing use of more robust chapter vii missions the un has turned to regional organisations such as the european union the african union and nato to launch and manage operations on its behalf and under its authority             since 2002 the government has reviewed and approved on an annual basis the continued participation by seven 7 members of the permanent defence force in isaf  on 29 june 2010 the government approved continued participation by seven members of the permanent defence force in isaf for a further period from july 2010 subject to ongoing review by the minister for defence             all seven 7 members of the permanent defence force serving with isaf are based at isafs headquarters in kabul  two of these personnel an officer and a noncommissioned officer are serving in the counter improvised explosives device cied cell the irish officer in the cell acts as a technical adviser to isaf headquarters and he is supported by a company sergeant who provides analysis on improvised explosive devices and related matters             the annual additional cost to the defence vote arising from participation by the defence forces in isaf is approximately 320000  the main element of the cost is in respect of the payment of overseas allowance to the seven members of the defence forces serving in isaf             it is proposed that the defence forces will continue to serve with isaf in the immediate future  in this regard i will shortly bring a proposal to government for continued participation by members of the permanent defence force for a further period from july 2011 subject to ongoing review,345,alan shatter,Alan Shatter,Alan,Shatter,Dublin South,Fine Gael,2011-03-09,2016-03-09 00:00:00.000000,male,1
2010-06-22,dail,Deputy Timmy Dooley,"Deputy Timmy Dooley
          Perhaps we need to change the terms of reference of the meeting if we are to get all those answers.",          perhaps we need to change the terms of reference of the meeting if we are to get all those answers,20,timmy dooley,Timmy Dooley,Timmy,Dooley,Clare,Fianna Fáil,2007-06-14,2011-02-01 00:00:00.000000,male,1
2018-04-18,dail,Deputy Clare Daly,"Deputy Clare Daly
          Obviously, there will be a little wavering. I am not sure what the Minister means.",          obviously there will be a little wavering i am not sure what the minister means,15,clare daly,Clare Daly,Clare,Daly,Dublin Fingal,Independents 4 Change,2016-03-10,2019-07-01 00:00:00.000000,female,0
2020-07-28,dail,Deputy Donnchadh Ó Laoghaire,"Deputy Donnchadh Ó Laoghaire
          No.",          no,1,donnchadh o laoghaire,Donnchadh Ó Laoghaire,Donnchadh,Ó Laoghaire,Cork South-Central,Sinn Féin,2020-02-08,2024-11-08 00:00:00.000000,male,0
2013-07-04,seanad,Acting Chairman (Senator Ned O'Sullivan),"Acting Chairman (Senator Ned O'Sullivan)
          As soon as they are available, we will distribute them.",          as soon as they are available we will distribute them,10,ned o'sullivan,Ned O'Sullivan,Ned,O'Sullivan,Labour Panel,Fianna Fáil,2011-05-25,2016-04-24 00:00:00.000000,male,0
